Check All,ID,code,name,meta-infomation-based subspecies,SNP-based subspecies,SNP-based subgroup,country,region,sequencing depth,mapping depth,mapping coverage
,2293,IRIS_313-7641,B 6144-MR-6-0-0,IND,IND,IG1,Indonesia,SEA,9.53,9.29,89.79
,2294,IRIS_313-7646,BETSILAIZINA,TROP,ADM,Adm,Madagascar,AFR,20.27,19.68,94.02
,2295,IRIS_313-7650,BOTOHAVANA 139,IND,IND,IG5,Madagascar,AFR,16.39,15.99,91.97
,2296,IRIS_313-7651,BOTRA MAITSO,IND,IND,IG5,Madagascar,AFR,14.41,14.1,91.42
,2297,IRIS_313-7654,BOUAKE 189,IND,IND,IG1,Ivory_Coast,AFR,9.16,8.93,89.22
,2298,IRIS_313-7664,CICA 8,TROP,IND,IG1,Colombia,AME,11.14,10.85,90.49
,2299,IRIS_313-7665,CT 6510-24-1-2,IND,IND,IG1,Colombia,AME,11.0,10.72,90.24
,2300,IRIS_313-7668,DANAU LAUT TAWAR,IND,IND,IG1,Indonesia,SEA,12.42,12.1,90.38
,2301,IRIS_313-7681,H15-23-DA,IND,IND,IG3,Mali,AFR,12.13,9.91,85.19
,2302,IRIS_313-7684,IR 1561-228-3-3,IND,IND,IG1,Philippines,SEA,10.35,10.1,90.02
,2303,IRIS_313-7685,IR 19746-28-2-2,IND,IND,IG1,Philippines,SEA,16.42,16.02,90.95
,2304,IRIS_313-7688,IR 22,TEMP,IND,IG1,Philippines,SEA,16.29,15.91,90.89
,2305,IRIS_313-7689,IR 2307-247-2-2-3,IND,IND,IG1,Philippines,SEA,17.21,16.77,90.86
,2306,IRIS_313-7690,IR 2344-P1 PB-9-3-2B,IND,IND,IG5,Philippines,SEA,11.32,11.07,91.18
,2307,IRIS_313-7691,IR 28,IND,IND,IG1,Philippines,SEA,12.86,12.54,90.53
,2308,IRIS_313-7696,IR 55411-50,IND,IND,IG1,Philippines,SEA,9.66,9.4,89.83
,2309,IRIS_313-7698,IR 57920-AC-25-2-B,IND,IND,IG1,Philippines,SEA,10.6,10.34,90.26
,2310,IRIS_313-7699,IR 57924-24,TROP,IND,IG1,Philippines,SEA,11.2,10.92,90.83
,2311,IRIS_313-7719,KOGONI 91-1,TEMP,IND,IG3,Mali,AFR,17.85,14.58,86.74
,2312,IRIS_313-7720,LAITRA,IND,IND,IG5,Madagascar,AFR,10.36,10.1,90.44
,2313,IRIS_313-7722,LATSIBOZAKA 112-1,IND,ADM,Adm,Madagascar,AFR,16.74,16.4,93.53
,2314,IRIS_313-7725,MADINIKA 1329,TEMP,ADM,Adm,Madagascar,AFR,18.15,17.73,91.84
,2315,IRIS_313-7728,MAMORIAKA 114,IND,IND,IG5,Madagascar,AFR,10.88,10.6,90.43
,2316,IRIS_313-7736,NONA BOKRA,IND,IND,IG5,India,SAS,11.77,11.48,90.32
,2317,IRIS_313-7758,ROJOKELY,IND,IND,IG5,Madagascar,AFR,14.29,13.97,91.12
,2318,IRIS_313-7766,SAHEL 108,IND,IND,IG1,Senegal,AFR,13.45,13.11,90.54
,2319,IRIS_313-7769,SALUMPIKIT,IND,IND,IG2,Philippines,SEA,11.01,8.97,84.95
,2320,IRIS_313-7770,SAMBALA MALO,IND,IND,IG1,Mali,AFR,11.11,10.85,90.16
,2321,IRIS_313-7773,SEBERANG MR77,IND,IND,IG1,Mali,AFR,11.04,10.77,90.31
,2322,IRIS_313-7778,SOMCAU 70 A,IND,IND,IG2,Vietnam,SEA,12.07,9.8,84.77
,2323,IRIS_313-7780,SONA(IET 1991),IND,IND,IG1,India,SAS,9.28,9.07,89.75
,2324,IRIS_313-7792,TSIPALA 1231,IND,IND,IG1,Madagascar,AFR,12.79,12.5,90.96
,2325,IRIS_313-7793,TSIPALA B160,IND,ADM,Adm,Madagascar,AFR,12.98,12.65,90.67
,2326,IRIS_313-7795,TSIPALA MENA 626,JAP,ADM,Adm,Madagascar,AFR,16.26,15.85,91.38
,2327,IRIS_313-7797,UPL RI-7,ADM,IND,IG1,Philippines,SEA,15.64,15.25,90.86
,2328,IRIS_313-7799,VARY LAVA DE MAROVATO,IND,IND,IG5,Madagascar,AFR,15.37,15.0,90.99
,2329,IRIS_313-7807,WAS 170-B-B-1-1,IND,IND,IG1,Senegal,AFR,14.94,14.58,91.01
,2330,IRIS_313-7808,WAS 173-B-B-6-2-2,IND,IND,IG1,Senegal,AFR,25.03,24.38,92.25
,2331,IRIS_313-7809,WAS 174-B-3-5,IND,IND,IG1,Senegal,AFR,13.28,12.97,90.94
,2332,IRIS_313-7815,WAS 198-B-3-1-3,IND,IND,IG1,Senegal,AFR,11.94,11.65,90.41
,2333,IRIS_313-7816,WAS 199-B-1-2-1,IND,IND,IG1,Senegal,AFR,15.49,15.1,91.1
,2334,IRIS_313-7819,WAS 203-B-B-2-4-1,IND,IND,IG1,Senegal,AFR,10.96,10.67,90.09
,2335,IRIS_313-7820,WAS 206-B-B-2-2-1,IND,IND,IG1,Senegal,AFR,13.08,12.71,90.38
,2336,IRIS_313-7824,WAS 21-B-B-20-4-3-3,IND,IND,IG1,Senegal,AFR,12.77,12.46,90.5
,2337,IRIS_313-7826,WAS 33-B-B-15-1-4-5,IND,IND,IG1,Senegal,AFR,14.14,13.79,91.08
,2338,IRIS_313-7832,WAS 63-22-5-9-10-1,IND,IND,IG1,Senegal,AFR,9.78,9.54,89.42
,2339,IRIS_313-7838,62667,TROP,JAP,JG9,Senegal,AFR,14.02,13.79,94.13
,2340,IRIS_313-7850,BODA 148-3,IND,JAP,JG9,Madagascar,AFR,16.46,16.29,95.77
,2341,IRIS_313-7856,CHA LOY OE,TROP,JAP,JG8,Thailand,SEA,9.49,9.35,93.8
,2342,IRIS_313-7859,CIRAD 358,TROP,JAP,JG8,Ivory_Coast,AFR,10.01,9.86,93.45
,2343,IRIS_313-7863,CIRAD 403,IND,JAP,JG9,Brazil,AME,9.92,9.78,93.8
,2344,IRIS_313-7866,CNA-7BO11>33-13-6-1,TROP,ADM,Adm,Colombia,AME,15.8,15.55,94.1
,2345,IRIS_313-7868,CT13582-15-5-M,TROP,JAP,JG9,Colombia,AME,13.9,13.68,94.68
,2346,IRIS_313-7870,CUIABANA,TROP,JAP,JG8,Brazil,AME,8.62,8.49,93.97
,2347,IRIS_313-7876,DINORADO,TROP,JAP,JG9,Philippines,SEA,16.85,16.61,94.92
,2348,IRIS_313-7883,GANIGI,TROP,JAP,JG9,Indonesia,SEA,21.43,21.13,95.26
,2349,IRIS_313-7885,GOGO,TROP,JAP,JG9,Indonesia,SEA,13.88,13.68,94.77
,2350,IRIS_313-7902,IR 63380-16,TROP,JAP,JG9,Philippines,SEA,22.66,22.22,95.14
,2351,IRIS_313-7907,IR 68704-145-1-1-B,TROP,ADM,Adm,Philippines,SEA,8.31,8.19,92.51
,2352,IRIS_313-7909,IR 71525-19-1-1,TROP,ADM,Adm,Philippines,SEA,18.96,18.65,94.61
,2353,IRIS_313-7911,IR 72967-12-2-3,TROP,IND,IG1,Philippines,SEA,18.94,18.42,91.16
,2354,IRIS_313-7912,IRAT 104,TROP,JAP,JG9,Ivory_Coast,AFR,14.09,13.89,94.64
,2355,IRIS_313-7914,IRAT 112,JAP,JAP,JG9,Ivory_Coast,AFR,27.07,26.65,94.42
,2356,IRIS_313-7922,IRAT 234,TROP,JAP,JG9,French_Guiana,AME,12.69,12.48,94.2
,2357,IRIS_313-7924,IRAT 335,JAP,ADM,Adm,Bolivia,AME,16.8,16.5,94.24
,2358,IRIS_313-7933,KAKANI 2,TROP,ADM,Adm,Nepal,SAS,19.0,18.66,93.29
,2359,IRIS_313-7959,MITSANGANAHIJERY,TROP,JAP,JG9,Madagascar,AFR,14.76,14.52,94.62
,2360,IRIS_313-7992,VARY LAVA 90,TROP,JAP,JG9,Madagascar,AFR,13.36,13.16,94.82
,2361,IRIS_313-7993,VARY LAVA DE BETAFO,JAP,JAP,JG9,Madagascar,AFR,11.27,11.11,94.09
,2362,IRIS_313-7994,VARY MADINIKA 3566,JAP,JAP,JG9,Madagascar,AFR,17.46,17.2,94.97
,2363,IRIS_313-8003,IR 47686-09-01-B-1,JAP,JAP,JG9,Philippines,SEA,14.34,14.14,94.26
,2364,IRIS_313-8010,IR 71524-44-1-1,TROP,JAP,JG9,Philippines,SEA,19.42,19.11,94.83
,2365,IRIS_313-8011,VIETNAM1,TROP,JAP,JG8,Vietnam,SEA,11.96,11.8,94.91
,2366,IRIS_313-8023,RIZZOTTO 51-1,TEMP,JAP,JG10,Italy,EUR,13.58,13.42,95.21
,2367,IRIS_313-8024,RIBE 253,TEMP,JAP,JG10,Italy,EUR,15.35,15.14,94.8
,2368,IRIS_313-8025,ITALPATNA 48,TEMP,JAP,JG10,Italy,EUR,14.85,14.72,96.16
,2369,IRIS_313-8026,GIOVANNI MARCHETTI,TEMP,JAP,JG9,Italy,EUR,6.97,6.9,94.57
,2370,IRIS_313-8027,ANSEATICO,TROP,JAP,JG10,Italy,EUR,14.75,14.56,95.23
,2371,IRIS_313-8029,GRITNA,ADM,JAP,JG10,Italy,EUR,8.16,8.05,94.23
,2372,IRIS_313-8031,RUBINO,TROP,JAP,JG10,Italy,EUR,8.93,8.81,93.64
,2373,IRIS_313-8032,PIEMONTE,TEMP,JAP,JG10,Italy,EUR,10.47,10.35,96.24
,2374,IRIS_313-8033,LOMELLINO,TEMP,JAP,JG9,Italy,EUR,13.0,12.88,95.52
,2375,IRIS_313-8037,DORELLA,IND,JAP,JG10,Italy,EUR,16.42,16.24,95.17
,2376,IRIS_313-8039,LOTO,TEMP,JAP,JG10,Italy,EUR,10.58,10.46,94.26
,2377,IRIS_313-8041,GRALDO,TEMP,JAP,JG10,Italy,EUR,12.49,12.31,94.07
,2378,IRIS_313-8044,GOLFO,TEMP,JAP,JG10,Italy,EUR,9.11,8.97,93.08
,2379,IRIS_313-8046,PLUS,TEMP,JAP,JG10,Italy,EUR,9.25,9.11,93.04
,2380,IRIS_313-8048,RONCOLO,TEMP,JAP,JG10,Italy,EUR,10.29,10.16,93.96
,2381,IRIS_313-8049,LORD,TEMP,JAP,JG10,Italy,EUR,13.96,13.77,94.63
,2382,IRIS_313-8050,MIARA,JAP,JAP,JG10,Italy,EUR,6.36,6.28,92.47
,2383,IRIS_313-8052,SMERALDO,TROP,JAP,JG10,Italy,EUR,12.94,12.77,94.91
,2384,IRIS_313-8053,RUBIDIO,TEMP,JAP,JG10,Italy,EUR,11.94,11.77,94.78
,2385,IRIS_313-8057,79 UPLA,JAP,JAP,JG10,Argentina,AME,11.12,10.94,93.91
,2386,IRIS_313-8058,91 UPLA,TEMP,JAP,JG10,Argentina,AME,13.2,13.0,93.81
,2387,IRIS_313-8060,77 UPLA,JAP,JAP,JG10,Argentina,AME,7.08,6.98,92.93
,2388,IRIS_313-8061,75 UPLA,JAP,JAP,JG10,Argentina,AME,12.6,12.41,94.64
,2389,IRIS_313-8062,80 UPLA,TEMP,JAP,JG10,Argentina,AME,11.63,11.46,94.2
,2390,IRIS_313-8063,104 UPLA,IND,JAP,JG9,Argentina,AME,14.9,14.66,95.45
,2391,IRIS_313-8064,32 UPLA,JAP,JAP,JG10,Argentina,AME,15.92,15.68,95.24
,2392,IRIS_313-8065,SAMBA,TEMP,JAP,JG10,Italy,EUR,13.54,13.34,94.35
,2393,IRIS_313-8066,GHIBLI,TEMP,JAP,JG10,Italy,EUR,15.55,13.81,95.05
,2394,IRIS_313-8067,MEDUSA,TEMP,IND,IG1,Italy,EUR,5.6,5.49,90.53
,2395,IRIS_313-8068,ORIONE,TEMP,IND,IG1,Italy,EUR,10.77,10.5,90.09
,2396,IRIS_313-8069,ARIANA,TEMP,IND,IG1,Romania,EUR,14.11,13.77,90.46
,2397,IRIS_313-8072,CENTURY PATNA,TROP,JAP,JG9,United_States,AME,13.9,13.68,94.36
,2398,IRIS_313-8073,DAWN CI 9534,TROP,AUS,AUSG6,United_States,AME,9.7,9.41,89.62
,2399,IRIS_313-8074,GOOLARAH,TEMP,JAP,JG10,Australia,OCE,16.26,16.03,94.93
,2400,IRIS_313-8075,HARRA,TROP,JAP,JG10,Australia,OCE,13.74,13.61,95.61
,2401,IRIS_313-8076,PELDE,TEMP,JAP,JG10,Australia,OCE,13.86,13.7,94.86
,2402,IRIS_313-8084,CAPATAZ,TROP,JAP,JG9,Spain,EUR,11.33,11.23,96.12
,2403,IRIS_313-8085,CLOT,TEMP,JAP,JG9,Spain,EUR,16.15,16.0,96.18
,2404,IRIS_313-8087,FRANCES,TEMP,JAP,JG7,Spain,EUR,10.53,10.45,96.25
,2405,IRIS_313-8090,MARENY,TEMP,JAP,JG9,Spain,EUR,13.28,13.15,95.42
,2406,IRIS_313-8095,SHSS 53,TROP,JAP,JG9,Spain,EUR,11.16,11.06,95.3
,2407,IRIS_313-8096,SR 113,TEMP,JAP,JG9,Spain,EUR,13.51,13.37,95.24
,2408,IRIS_313-8097,ULLAL,TEMP,JAP,JG7,Spain,EUR,10.76,10.66,95.25
,2409,IRIS_313-8099,FLIPPER,TEMP,JAP,JG10,Italy,EUR,12.19,12.06,94.54
,2410,IRIS_313-8102,BLUE BONNET,TEMP,JAP,JG10,United_States,AME,13.38,13.15,93.76
,2411,IRIS_313-8105,THAIPERLA,TEMP,JAP,JG9,United_States,AME,12.22,12.12,95.7
,2412,IRIS_313-8109,CAMPINO,TROP,JAP,JG7,Portugal,EUR,12.03,11.9,95.75
,2413,IRIS_313-8111,CARRICO,TEMP,JAP,JG7,Portugal,EUR,14.12,14.0,96.36
,2414,IRIS_313-8112,CHIPKA,TEMP,JAP,JG9,Bulgaria,EUR,12.43,12.3,94.73
,2415,IRIS_313-8113,ESCARLATE,TEMP,JAP,JG7,Portugal,EUR,11.16,11.05,96.36
,2416,IRIS_313-8114,FAISCA,TEMP,JAP,JG10,Portugal,EUR,10.22,10.08,94.95
,2417,IRIS_313-8115,FAMILIA 181,TEMP,JAP,JG10,Portugal,EUR,15.55,15.35,94.94
,2418,IRIS_313-8116,HAREM,TEMP,JAP,JG10,Portugal,EUR,14.65,14.48,95.13
,2419,IRIS_313-8118,IBO 400,TEMP,JAP,JG7,Portugal,EUR,16.15,15.99,96.24
,2420,IRIS_313-8119,JUBILIENI,TEMP,JAP,JG10,Bulgaria,EUR,18.28,18.13,96.5
,2421,IRIS_313-8121,MESTRE,TEMP,JAP,JG10,Italy,EUR,14.49,14.21,94.03
,2422,IRIS_313-8123,MUGA,TEMP,JAP,JG10,Portugal,EUR,16.43,16.24,95.38
,2423,IRIS_313-8124,OTA,TROP,JAP,JG10,Portugal,EUR,14.85,14.66,95.41
,2424,IRIS_313-8125,PLOVDIV 22,AUS,JAP,JG9,Bulgaria,EUR,20.65,20.44,95.95
,2425,IRIS_313-8126,PLOVDIV 24,TEMP,JAP,JG7,Bulgaria,EUR,14.38,14.21,95.97
,2426,IRIS_313-8127,POLIZESTI 28,TEMP,JAP,JG10,Bulgaria,EUR,16.79,16.61,97.63
,2427,IRIS_313-8128,PRECOZ 2 F A,IND,JAP,JG7,Argentina,AME,11.28,11.16,95.01
,2428,IRIS_313-8129,RODINA,TEMP,JAP,JG9,Bulgaria,EUR,15.69,15.54,95.4
,2429,IRIS_313-8132,RUBI,TEMP,JAP,JG10,Portugal,EUR,9.37,9.28,95.4
,2430,IRIS_313-8134,S 102-2,TROP,JAP,JG10,Portugal,EUR,11.02,10.92,95.77
,2431,IRIS_313-8135,SAEDINENIE,TROP,JAP,JG9,Bulgaria,EUR,12.81,12.67,95.18
,2432,IRIS_313-8136,SAFARI,TEMP,JAP,JG10,Portugal,EUR,10.43,10.31,94.52
,2433,IRIS_313-8137,SAGRES,IND,JAP,JG10,Portugal,EUR,13.74,13.58,97.14
,2434,IRIS_313-8138,SALOIO,TEMP,JAP,JG7,Portugal,EUR,12.02,11.89,95.94
,2435,IRIS_313-8139,SANDOCA,TEMP,JAP,JG10,Portugal,EUR,5.95,5.88,91.75
,2436,IRIS_313-8140,SHANGAI,TROP,JAP,JG10,China,EAS,15.31,15.16,96.43
,2437,IRIS_313-8141,SELN 244 A6-20,TEMP,JAP,JG9,Australia,OCE,14.16,14.03,96.22
,2438,IRIS_313-8142,SETTANTUNO,TEMP,JAP,JG10,Portugal,EUR,13.16,12.99,94.94
,2439,IRIS_313-8143,SLAVA,IND,JAP,JG10,Bulgaria,EUR,11.52,11.38,94.89
,2440,IRIS_313-8145,SUPER,TEMP,JAP,JG10,Portugal,EUR,9.27,9.16,95.56
,2441,IRIS_313-8147,T 757,IND,JAP,JG10,India,SAS,13.84,13.69,95.54
,2442,IRIS_313-8148,TIMICH 108,TEMP,JAP,JG7,Romania,EUR,14.2,14.09,96.31
,2443,IRIS_313-8149,TOPAZIO,TEMP,JAP,JG9,Portugal,EUR,12.76,12.65,95.88
,2444,IRIS_313-8151,VALTEJO,TEMP,JAP,JG9,Portugal,EUR,20.62,20.38,96.18
,2445,IRIS_313-8154,GIGANTE VERCELLI,ADM,JAP,JG9,Italy,EUR,10.07,9.93,94.46
,2446,IRIS_313-8155,KULON,TROP,JAP,JG10,Russia,EUR,11.04,10.91,94.73
,2447,IRIS_313-8158,CT 23,TEMP,JAP,JG10,Colombia,AME,13.39,13.25,94.74
,2448,IRIS_313-8159,CT 36,TEMP,JAP,JG10,Colombia,AME,14.67,14.52,94.97
,2449,IRIS_313-8160,CT 58,JAP,JAP,JG10,Colombia,AME,11.52,11.4,95.36
,2450,IRIS_313-8161,CNA 4081,TEMP,IND,IG1,Brazil,AME,9.76,9.53,89.65
,2451,IRIS_313-8162,RPC 12,IND,JAP,JG7,China,EAS,13.85,13.74,96.41
,2452,IRIS_313-8164,YRM 6-2,JAP,JAP,JG7,Australia,OCE,11.14,11.04,94.81
,2453,IRIS_313-8165,CIGALON,TEMP,JAP,JG7,France,WEU,9.22,9.14,95.62
,2454,IRIS_313-8166,CALENDAL,TEMP,JAP,JG10,France,WEU,15.6,15.42,95.15
,2455,IRIS_313-8167,DELTA,IND,JAP,JG10,France,WEU,16.48,16.26,94.74
,2456,IRIS_313-8168,ARLESIENNE,ADM,JAP,JG10,France,WEU,17.96,17.74,95.59
,2457,IRIS_313-8170,MEJANES 2,TROP,JAP,JG10,France,WEU,14.72,14.53,94.71
,2458,IRIS_313-8171,AUGUSTZA,TEMP,JAP,JG10,Hungary,EUR,12.61,12.48,95.12
,2459,IRIS_313-8172,FIDJI,IND,ADM,Adm,Philippines,SEA,18.56,18.26,94.23
,2460,IRIS_313-8173,A 201,TEMP,JAP,JG10,United_States,AME,21.81,21.45,94.54
,2461,IRIS_313-8177,AUGUSTO,TEMP,JAP,JG9,Italy,EUR,16.28,16.08,95.28
,2462,IRIS_313-8180,DELLMONT,TEMP,JAP,JG10,United_States,AME,14.18,13.94,94.1
,2463,IRIS_313-8183,DREW,TEMP,JAP,JG10,United_States,AME,11.08,10.91,93.29
,2464,IRIS_313-8184,FRAGRANCE,IND,ARO,AROG11,Italy,EUR,11.9,11.59,92.07
,2465,IRIS_313-8185,GLADIO,IND,JAP,JG10,Italy,EUR,15.04,14.82,94.77
,2466,IRIS_313-8186,JACINTO,TEMP,JAP,JG10,United_States,AME,7.46,7.37,93.72
,2467,IRIS_313-8192,L 205,TEMP,JAP,JG10,United_States,AME,11.53,11.35,93.83
,2468,IRIS_313-8193,LACASSINE,JAP,JAP,JG10,United_States,AME,8.54,8.4,93.13
,2469,IRIS_313-8195,LUXOR,TEMP,JAP,JG10,Italy,EUR,12.68,12.54,95.43
,2470,IRIS_313-8200,OPALE,TEMP,JAP,JG10,Italy,EUR,14.93,14.74,96.16
,2471,IRIS_313-8202,REXMONT,TEMP,JAP,JG10,United_States,AME,12.98,12.76,93.8
,2472,IRIS_313-8204,S 102,TEMP,JAP,JG9,United_States,AME,15.33,15.15,95.92
,2473,IRIS_313-8205,SALVO,TEMP,JAP,JG10,Italy,EUR,13.07,12.86,95.0
,2474,IRIS_313-8208,LUSITO IRRADIADO 859-85-2,TEMP,JAP,JG10,Portugal,EUR,15.37,15.19,94.85
,2475,IRIS_313-8209,ALEXANDROS,TEMP,JAP,JG10,Greece,EUR,7.71,7.59,92.92
,2476,IRIS_313-8212,GIZA 178,IND,IND,IG1,Egypt,AFR,14.49,14.15,90.75
,2477,IRIS_313-8213,GRAAL,TROP,JAP,JG10,France,WEU,13.79,13.43,93.85
,2478,IRIS_313-8214,MELAS,TEMP,JAP,JG10,Greece,EUR,13.81,13.62,95.77
,2479,IRIS_313-8215,MERLE,ARO,IND,IG1,France,WEU,9.67,9.42,89.36
,2480,IRIS_313-8216,ROXANI,IND,JAP,JG10,Greece,EUR,7.03,6.94,93.57
,2481,IRIS_313-8217,SAKHA 102,JAP,JAP,JG7,Egypt,AFR,12.02,11.9,96.41
,2482,IRIS_313-8218,SAKHA 103,AUS,JAP,JG7,Egypt,AFR,7.32,7.24,94.81
,2483,IRIS_313-8232,IR 62266-42-6-2,IND,ADM,Adm,Philippines,SEA,12.76,12.12,92.1
,2484,IRIS_313-8244,POKKALI,IND,IND,IG5,Sri_Lanka,SAS,12.34,11.88,88.88
,2485,IRIS_313-8252,JAGLI BORO,AUS,AUS,AUSG6,Bangladesh,SAS,7.87,7.58,87.46
,2486,IRIS_313-8253,KHAO DAWK MALI 105,IND,IND,IG2,Thailand,SEA,8.35,6.69,82.62
,2487,IRIS_313-8256,GERDEH,TROP,JAP,JG7,Iran,WAS,10.92,10.18,93.17
,2488,IRIS_313-8265,CO 39,IND,IND,IG5,India,SAS,10.66,10.13,89.13
,2489,IRIS_313-8268,CHHOTE DHAN,ADM,ARO,AROG11,Nepal,SAS,10.21,7.44,89.98
,2490,IRIS_313-8277,K 2 C 14,ADM,JAP,JG9,Ivory_Coast,AFR,11.26,11.1,93.96
,2491,IRIS_313-8279,SAWAH,TROP,JAP,JG9,Malaysia,SEA,13.25,12.42,94.69
,2492,IRIS_313-8283,KOYRA,AUS,AUS,AUSG6,Bangladesh,SAS,7.61,7.38,86.91
,2493,IRIS_313-8285,KATY,TROP,JAP,JG10,United_States,AME,13.1,12.87,94.02
,2494,IRIS_313-8288,AVO,IND,IND,IG4,Madagascar,AFR,12.56,10.05,85.69
,2495,IRIS_313-8291,KEDOT,IND,IND,IG3,Indonesia,SEA,12.23,9.91,85.3
,2496,IRIS_313-8292,CARREON,TROP,IND,IG2,Philippines,SEA,12.55,9.93,84.37
,2497,IRIS_313-8293,SAGNADE,IND,IND,IG3,Senegal,AFR,24.2,19.61,87.1
,2498,IRIS_313-8302,KAMJA,TEMP,ADM,Adm,Bhutan,SAS,13.0,12.75,94.83
,2499,IRIS_313-8303,SURMATIYA,JAP,IND,IG5,India,SAS,7.27,6.81,87.9
,2500,IRIS_313-8305,URAIBOOL,IND,IND,IG5,India,SAS,28.66,27.97,91.93
,2501,IRIS_313-8306,PULUTHI KARAN(MIXED),IND,IND,IG5,India,SAS,10.52,10.22,89.67
,2502,IRIS_313-8312,BATU,IND,IND,IG3,Malaysia,SEA,28.76,22.16,87.56
,2503,IRIS_313-8314,BEUREUM MEULIT,IND,JAP,JG10,Indonesia,SEA,6.26,6.04,90.81
,2504,IRIS_313-8315,ARC 11867,IND,IND,IG4,India,SAS,10.19,8.3,85.15
,2505,IRIS_313-8316,RADIN PAHANG,IND,IND,IG3,Malaysia,SEA,10.41,8.17,84.04
,2506,IRIS_313-8321,BHADOIA 303,AUS,AUS,AUSG6,Bangladesh,SAS,16.96,15.9,89.72
,2507,IRIS_313-8323,REXARK ROGUE,JAP,JAP,JG9,United_States,AME,18.22,17.93,95.6
,2508,IRIS_313-8324,POENOET HITAM,TROP,ADM,Adm,Indonesia,SEA,12.46,12.18,90.51
,2509,IRIS_313-8326,JC1,ARO,ARO,AROG11,India,SAS,43.13,42.28,94.45
,2510,IRIS_313-8332,ARC 15091,IND,IND,IG4,India,SAS,16.05,13.11,86.23
,2511,IRIS_313-8339,BOND,JAP,JAP,JG10,United_States,AME,9.76,9.38,93.56
,2512,IRIS_313-8341,BAT DO,IND,IND,IG2,Vietnam,SEA,22.35,15.63,86.55
,2513,IRIS_313-8342,KURULU WEE(WHITE),AUS,AUS,AUSG6,Sri_Lanka,SAS,12.28,11.5,89.73
,2514,IRIS_313-8349,LATA MONA,IND,IND,IG5,Bangladesh,SAS,16.13,15.73,91.0
,2515,IRIS_313-8356,BLICCA,TEMP,JAP,JG9,Philippines,SEA,20.05,19.14,94.08
,2516,IRIS_313-8368,MENTIK TJERE BELUT,IND,IND,IG3,Indonesia,SEA,12.46,9.73,85.86
,2517,IRIS_313-8380,SAN CHIAO TSWEN,AUS,IND,IG4,China,EAS,8.48,6.7,83.52
,2518,IRIS_313-8381,PURAK SIRIBA,TROP,JAP,JG9,Malaysia,SEA,16.19,15.93,95.09
,2519,IRIS_313-8382,ARC 13252,IND,AUS,AUSG6,India,SAS,9.06,8.72,89.8
,2520,IRIS_313-8383,GENE,IND,IND,IG2,Philippines,SEA,7.04,5.42,81.13
,2521,IRIS_313-8385,JC149,JAP,ARO,AROG11,India,SAS,10.37,9.82,91.68
,2522,IRIS_313-8386,ARC 10812,IND,IND,IG5,India,SAS,20.09,19.58,92.05
,2523,IRIS_313-8387,FU LI HONG,TROP,JAP,JG7,China,EAS,6.77,6.72,94.4
,2524,IRIS_313-8390,SUFAID 246,AUS,AUS,AUSG6,Pakistan,SAS,10.36,10.11,88.6
,2525,IRIS_313-8391,MARAGBE,IND,IND,IG3,Burkina_Faso,AFR,36.71,28.27,87.79
,2526,IRIS_313-8392,IR 2003-P7-7-4-2,IND,IND,IG1,Philippines,SEA,10.79,10.4,90.07
,2527,IRIS_313-8398,KHARSU 80,AUS,AUS,AUSG6,Pakistan,SAS,11.4,10.58,88.5
,2528,IRIS_313-8399,Feb-68,TEMP,JAP,JG7,France,WEU,8.26,8.14,93.74
,2529,IRIS_313-8400,RIKUTO NORIN MOCHI 20,TROP,JAP,JG8,Japan,EAS,10.74,10.04,93.89
,2530,IRIS_313-8401,ARC 13530,IND,IND,IG4,India,SAS,6.96,5.14,80.47
,2531,IRIS_313-8405,JIN JUN DAO,IND,IND,IG2,China,EAS,12.37,9.66,83.85
,2532,IRIS_313-8407,NACHIN ER 12,IND,IND,IG3,Malaysia,SEA,25.18,19.32,87.05
,2533,IRIS_313-8409,SOM NGHE AN,ADM,IND,IG2,Vietnam,SEA,8.81,6.91,82.06
,2534,IRIS_313-8410,JABOR SAIL,AUS,AUS,AUSG6,Bangladesh,SAS,13.26,12.88,91.16
,2535,IRIS_313-8412,FEI GAI 122,IND,IND,IG1,China,EAS,10.07,9.8,89.82
,2536,IRIS_313-8414,ARC 18202,IND,AUS,AUSG6,India,SAS,8.44,8.24,89.82
,2537,IRIS_313-8431,BOCAO,TROP,JAP,JG9,Philippines,SEA,11.42,11.21,94.46
,2538,IRIS_313-8433,CHANG LE SAN SHU ZAO,IND,IND,IG4,China,EAS,12.15,9.49,85.25
,2539,IRIS_313-8434,TEBONNET,TROP,JAP,JG10,United_States,AME,13.77,13.49,94.28
,2540,IRIS_313-8435,UPRH233,IND,IND,IG4,India,SAS,10.75,8.52,84.54
,2541,IRIS_313-8436,PIKTO MAMAS,TROP,JAP,JG10,Indonesia,SEA,18.67,18.34,94.67
,2542,IRIS_313-8437,IRRIBINI,IND,IND,IG5,Bangladesh,SAS,12.11,11.81,90.1
,2543,IRIS_313-8439,KENDINGA 5(H),TROP,JAP,JG9,Malaysia,SEA,11.59,11.42,94.49
,2544,IRIS_313-8450,498-2A BR 8,IND,IND,IG5,India,SAS,10.82,10.56,89.77
,2545,IRIS_313-8453,ARC 18597,IND,IND,IG4,India,SAS,21.36,16.68,86.43
,2546,IRIS_313-8454,LAI YIP ZIM,IND,IND,IG4,Taiwan,EAS,21.87,17.3,87.16
