,CUDI_REPRO,CULT_REPRO,CUNO_REPRO,GRLT,GRWD,GRWT100,HDG_80HEAD,LIGLT,LLT,LWD,PLT_POST,SDHT,country,region,subespecie
IRIS_313.11765,5.0,122.0,21.0,6.5,2.5,1.2,125.0,32.0,70.0,1.0,32.0,36.0,Liberia,AFR,ARO
IRIS_313.11764,8.0,131.0,10.0,7.5,3.0,3.9,127.0,16.0,49.8,1.2,23.6,47.0,Liberia,AFR,IND
IRIS_313.10581,7.0,106.0,18.0,8.5,3.0,2.1,109.0,12.0,52.0,1.7,27.0,45.0,Philippines,SEA,JAP
IRIS_313.9402,5.0,123.0,13.0,8.9,3.0,2.5,144.0,15.0,57.0,1.4,24.0,38.0,Sierra_Leone,AFR,IND
IRIS_313.9687,7.1,133.0,14.0,8.0,3.2,2.8,136.0,18.0,61.2,1.4,23.8,39.0,Sierra_Leone,AFR,IND
IRIS_313.10682,5.0,126.0,10.0,8.6,3.7,2.7,112.0,18.0,60.0,1.6,20.0,38.0,Laos,SEA,IND
IRIS_313.11975,6.0,122.0,17.0,7.4,2.4,1.8,146.0,25.0,62.0,1.1,25.0,37.0,Sierra_Leone,AFR,IND
IRIS_313.11976,7.0,132.0,16.0,7.6,2.7,1.9,143.0,15.0,69.0,1.3,23.0,35.0,Sierra_Leone,AFR,IND
IRIS_313.11554,5.0,133.0,14.0,8.4,2.7,1.8,166.0,24.0,68.0,1.3,28.0,39.0,Sierra_Leone,AFR,IND
IRIS_313.11555,6.0,113.0,16.0,8.1,3.1,2.5,173.0,17.0,51.0,1.5,24.0,74.0,Sierra_Leone,AFR,IND
IRIS_313.10476,5.0,90.0,15.0,8.1,3.5,2.5,80.0,17.0,48.0,1.0,26.0,26.0,Sri_Lanka,SAS,IND
IRIS_313.11140,4.0,144.0,14.0,7.8,3.2,2.9,116.0,19.0,67.0,1.6,27.0,43.0,Myanmar,SEA,IND
IRIS_313.10953,6.0,148.0,12.0,8.6,2.9,2.1,103.0,15.0,75.0,2.3,26.0,18.0,Indonesia,SEA,JAP
IRIS_313.10703,5.0,130.0,13.0,9.2,3.1,2.8,91.0,11.0,55.0,1.3,22.0,39.0,Malaysia,SEA,JAP
IRIS_313.11497,5.0,158.0,20.0,9.3,3.6,2.6,124.0,22.0,80.0,1.3,24.0,32.0,Indonesia,SEA,IND
IRIS_313.10943,5.0,139.0,22.0,7.7,2.9,2.3,143.0,23.0,71.0,1.8,21.0,19.0,Indonesia,SEA,IND
IRIS_313.11328,5.0,120.0,12.0,8.0,3.8,2.8,100.0,20.0,58.0,1.8,23.0,44.0,Malaysia,SEA,JAP
IRIS_313.10704,5.0,112.0,12.0,9.6,3.1,2.9,91.0,14.0,65.0,1.6,30.0,46.0,Malaysia,SEA,JAP
IRIS_313.10954,5.0,154.0,14.0,8.4,3.2,3.0,115.0,23.0,73.0,2.0,32.0,24.0,Indonesia,SEA,IND
IRIS_313.11498,5.0,141.0,20.0,9.5,3.7,3.0,133.0,25.0,71.0,2.1,34.0,31.0,Indonesia,SEA,JAP
IRIS_313.11312,5.0,145.0,16.0,7.7,3.0,1.3,128.0,20.0,69.0,1.7,26.0,48.0,Indonesia,SEA,IND
IRIS_313.11329,5.0,139.0,14.0,9.8,3.1,2.8,104.0,19.0,64.0,1.6,22.0,50.0,Malaysia,SEA,JAP
IRIS_313.12285,7.3,87.0,19.0,9.0,2.3,1.7,120.0,18.0,66.0,1.5,25.0,38.0,Malaysia,SEA,JAP
IRIS_313.10705,5.0,117.0,16.0,10.1,3.6,2.5,97.0,18.0,66.0,1.4,25.0,39.0,Malaysia,SEA,IND
IRIS_313.10687,5.0,147.0,15.0,9.7,2.9,2.9,137.0,28.0,71.0,1.8,31.0,36.0,Malaysia,SEA,IND
IRIS_313.10955,4.0,143.0,13.0,5.9,3.0,1.6,108.0,14.0,60.0,1.5,25.0,20.0,Indonesia,SEA,IND
IRIS_313.11313,5.0,105.0,10.0,8.2,3.8,2.2,102.0,20.0,53.0,2.0,26.0,26.0,Indonesia,SEA,JAP
IRIS_313.8865,5.0,104.0,13.0,8.0,3.4,2.4,100.0,10.0,61.0,1.4,18.0,22.0,Indonesia,SEA,JAP
IRIS_313.11904,6.0,136.0,17.0,8.2,2.6,1.8,131.0,17.0,60.0,1.4,24.0,25.0,Indonesia,SEA,IND
IRIS_313.10688,5.0,134.0,13.0,8.2,2.7,2.5,143.0,26.0,58.0,1.6,28.0,36.0,Malaysia,SEA,IND
IRIS_313.11499,5.0,95.0,7.0,8.4,3.1,2.8,68.0,15.0,43.0,1.5,30.0,43.0,Indonesia,SEA,JAP
IRIS_313.11819,5.0,78.0,15.0,9.5,2.4,2.8,114.0,23.0,48.0,1.3,21.0,41.0,Myanmar,SEA,IND
IRIS_313.11003,5.0,129.0,9.0,9.2,3.1,2.4,89.0,20.0,67.0,1.7,29.0,29.0,Indonesia,SEA,JAP
IRIS_313.10799,5.0,118.0,11.0,8.6,3.8,3.1,88.0,20.0,67.0,1.8,34.0,34.0,Indonesia,SEA,JAP
IRIS_313.11004,5.0,145.0,13.0,9.0,3.4,3.1,89.0,17.0,60.0,1.6,34.0,26.0,Indonesia,SEA,JAP
IRIS_313.11001,5.0,136.0,9.0,9.9,3.0,2.6,89.0,15.0,59.0,1.6,28.0,28.0,Indonesia,SEA,JAP
IRIS_313.8880,6.0,118.0,20.0,8.9,3.4,2.9,101.0,18.0,57.0,1.4,26.0,25.0,Taiwan,EAS,ADM
IRIS_313.11535,7.7,151.0,11.0,8.2,3.0,3.0,151.0,23.0,53.8,1.1,30.6,35.0,Thailand,SEA,IND
IRIS_313.10934,5.0,137.0,12.0,8.8,3.3,2.7,114.0,20.0,72.0,1.9,30.0,51.0,Thailand,SEA,IND
IRIS_313.8474,5.0,97.0,19.0,9.2,3.2,3.0,123.0,15.0,53.0,1.5,24.0,46.0,Thailand,SEA,IND
IRIS_313.9415,6.0,141.0,19.0,8.0,2.6,2.1,145.0,15.0,55.0,1.3,23.0,37.0,Thailand,SEA,IND
IRIS_313.9065,4.0,78.0,13.0,7.6,3.3,2.4,83.0,19.0,53.0,1.6,26.0,34.0,China,EAS,IND
IRIS_313.8645,4.0,66.0,15.0,8.1,3.0,2.3,75.0,18.0,41.0,1.2,21.0,19.0,China,EAS,IND
IRIS_313.11207,5.0,108.0,12.0,8.7,3.1,2.2,138.0,21.0,66.0,1.4,31.0,64.0,Bangladesh,SAS,IND
IRIS_313.11189,5.0,124.0,12.0,9.8,3.6,2.8,67.0,15.0,49.0,1.3,24.0,48.0,Soviet_Union,EUR,ARO
IRIS_313.11820,5.3,95.0,18.0,10.1,2.7,3.4,122.0,33.0,43.0,1.4,22.0,41.0,Myanmar,SEA,IND
IRIS_313.10931,5.0,140.0,8.0,8.2,3.7,3.4,95.0,17.0,59.0,2.1,33.0,23.0,Philippines,SEA,JAP
IRIS_313.9285,4.0,84.0,20.0,8.0,3.3,2.3,62.0,19.0,49.0,1.0,24.0,43.0,Myanmar,SEA,IND
IRIS_313.10800,4.0,154.0,14.0,10.1,2.7,2.9,115.0,13.0,66.0,1.6,33.0,26.0,Indonesia,SEA,JAP
IRIS_313.9451,5.0,141.0,10.0,9.8,2.9,2.8,114.0,23.0,70.0,1.2,26.0,47.0,Thailand,SEA,IND
IRIS_313.9568,5.0,120.0,7.0,8.6,3.7,3.4,114.0,17.0,65.0,1.7,32.0,44.0,Malaysia,SEA,JAP
IRIS_313.11843,6.0,136.0,19.0,7.6,2.4,1.9,161.0,26.0,77.0,1.5,25.0,38.0,Thailand,SEA,IND
IRIS_313.11603,4.0,85.0,18.0,8.2,3.1,2.9,76.0,14.0,32.0,0.8,23.0,52.0,India,SAS,AUS
IRIS_313.10994,4.0,125.0,18.0,8.9,3.3,2.6,96.0,18.0,63.0,1.9,30.0,28.0,Philippines,SEA,JAP
IRIS_313.10978,4.0,123.0,13.0,9.1,2.9,2.5,90.0,24.0,55.0,1.1,24.0,30.0,Bangladesh,SAS,IND
IRIS_313.11368,5.0,130.0,16.0,8.8,3.9,2.9,124.0,47.0,61.0,1.6,29.0,34.0,India,SAS,IND
IRIS_313.11068,5.0,138.0,25.0,8.2,3.0,2.3,68.0,13.0,61.0,1.3,27.0,39.0,Bangladesh,SAS,ARO
IRIS_313.9083,4.0,120.0,20.0,8.0,2.5,1.6,105.0,26.0,60.0,1.3,28.0,23.0,India,SAS,ARO
IRIS_313.10930,5.0,83.0,11.0,7.5,3.2,2.8,80.0,22.0,40.0,1.4,21.0,14.0,Bangladesh,SAS,AUS
IRIS_313.9949,6.0,134.0,13.0,9.0,4.0,3.6,104.0,23.0,64.0,1.6,30.0,57.0,Sri_Lanka,SAS,JAP
IRIS_313.8873,3.0,64.0,14.0,7.3,3.1,2.3,68.0,10.0,31.0,1.2,19.0,23.0,Taiwan,EAS,ARO
IRIS_313.9351,5.0,108.0,16.0,8.8,3.3,2.7,78.0,7.0,49.0,1.0,24.0,37.0,India,SAS,IND
IRIS_313.10580,5.0,116.0,15.0,8.5,2.8,2.0,118.0,17.0,72.0,1.7,32.0,28.0,Philippines,SEA,JAP
IRIS_313.10578,6.6,107.0,12.0,9.0,3.6,2.9,109.0,17.0,54.2,1.7,28.6,39.0,Philippines,SEA,JAP
IRIS_313.10801,4.0,143.0,13.0,8.9,3.2,3.2,115.0,19.0,57.0,2.0,35.0,39.0,Indonesia,SEA,JAP
IRIS_313.11208,5.0,145.0,18.0,10.2,2.6,2.4,154.0,32.0,73.0,1.1,27.0,56.0,Bangladesh,SAS,IND
IRIS_313.10506,6.0,146.0,25.0,9.5,3.0,2.3,148.0,26.0,69.0,1.3,31.0,39.0,Thailand,SEA,IND
IRIS_313.11540,6.0,112.0,8.0,9.3,3.3,3.2,98.0,11.0,59.0,2.1,29.0,48.0,Guinea,AFR,JAP
IRIS_313.8932,5.0,138.0,15.0,8.0,2.8,1.5,106.0,16.0,55.0,1.5,28.0,46.0,Bangladesh,SAS,IND
IRIS_313.8632,5.0,98.0,20.0,8.1,2.6,2.2,116.0,24.0,53.0,1.1,26.0,41.0,Bangladesh,SAS,IND
IRIS_313.9049,5.0,162.0,18.0,11.2,2.7,3.2,134.0,22.0,62.0,1.0,28.0,62.0,Bangladesh,SAS,IND
IRIS_313.11224,5.0,135.0,15.0,10.1,2.6,2.2,128.0,20.0,63.0,1.2,28.0,61.0,Bangladesh,SAS,IND
IRIS_313.11738,6.0,104.0,17.0,8.4,3.2,2.7,84.0,20.0,63.0,1.7,21.0,41.0,India,SAS,IND
IRIS_313.11508,5.0,116.0,15.0,9.4,2.9,2.5,110.0,17.0,59.0,1.3,24.0,33.0,Thailand,SEA,IND
IRIS_313.11905,5.0,112.0,23.0,8.3,2.6,2.0,134.0,18.0,41.0,1.5,22.0,27.0,Indonesia,SEA,IND
IRIS_313.10295,6.5,64.0,18.0,9.5,2.3,1.9,89.0,20.0,38.8,1.7,23.6,25.0,Pakistan,SAS,ADM
IRIS_313.11099,5.0,153.0,14.0,9.0,3.3,2.7,157.0,16.0,53.0,1.2,29.0,63.0,Sierra_Leone,AFR,IND
IRIS_313.11931,4.7,63.0,24.0,7.9,3.5,3.1,70.0,11.0,35.0,0.9,19.0,26.0,China,EAS,JAP
IRIS_313.11314,5.0,134.0,15.0,9.6,3.0,2.2,120.0,20.0,64.0,1.5,30.0,47.0,Indonesia,SEA,JAP
IRIS_313.11315,5.0,143.0,15.0,9.0,2.8,2.3,120.0,24.0,70.0,1.4,21.0,47.0,Indonesia,SEA,IND
IRIS_313.10717,5.0,144.0,16.0,8.9,3.6,3.6,112.0,25.0,70.0,1.3,26.0,41.0,Sri_Lanka,SAS,IND
IRIS_313.10835,4.0,129.0,14.0,8.3,3.0,2.2,70.0,20.0,69.0,1.1,22.0,54.0,India,SAS,IND
IRIS_313.8647,4.0,116.0,20.0,8.2,3.0,2.6,86.0,18.0,57.0,1.0,27.0,49.0,India,SAS,IND
IRIS_313.10757,5.0,139.0,13.0,10.2,2.5,2.2,156.0,25.0,53.0,1.3,32.0,37.0,Thailand,SEA,IND
IRIS_313.10802,5.0,138.0,14.0,7.8,3.7,2.7,106.0,22.0,65.0,2.0,34.0,32.0,Indonesia,SEA,JAP
IRIS_313.11080,5.0,124.0,11.0,9.2,3.4,3.0,84.0,36.0,55.0,1.6,26.0,49.0,Laos,SEA,IND
IRIS_313.11079,4.0,140.0,16.0,9.7,3.1,3.0,112.0,18.0,58.0,1.4,26.0,36.0,Laos,SEA,IND
IRIS_313.10913,5.0,139.0,12.0,8.3,2.7,2.2,139.0,22.0,57.0,1.3,27.0,30.0,Cambodia,SEA,IND
IRIS_313.10915,4.0,156.0,13.0,8.5,2.5,2.0,139.0,31.0,61.0,1.3,25.0,29.0,Cambodia,SEA,IND
IRIS_313.10651,5.0,139.0,13.0,9.9,3.4,2.8,112.0,19.0,64.0,2.0,23.0,34.0,Laos,SEA,IND
IRIS_313.10459,6.0,62.0,15.0,7.0,3.3,1.9,82.0,15.0,38.0,0.8,22.0,20.0,China,EAS,ADM
IRIS_313.9880,4.0,72.0,11.0,8.3,3.2,2.6,72.0,10.0,41.0,1.0,18.0,41.0,Hungary,EUR,JAP
IRIS_313.10158,4.0,99.0,29.0,10.2,2.8,2.6,132.0,25.0,70.0,1.0,23.0,23.0,Ecuador,AME,IND
IRIS_313.8436,5.0,108.0,13.0,8.7,3.2,2.6,120.0,18.0,52.0,1.6,25.0,35.0,Indonesia,SEA,JAP
IRIS_313.10484,5.0,115.0,20.0,8.2,3.1,1.9,76.0,21.0,59.0,1.4,24.0,22.0,Philippines,SEA,ADM
IRIS_313.10992,5.0,144.0,18.0,7.5,3.3,2.2,102.0,20.0,52.0,1.1,22.0,32.0,Philippines,SEA,JAP
IRIS_313.10134,5.0,157.0,20.0,9.8,2.8,2.7,140.0,31.0,57.0,1.5,23.0,39.0,Thailand,SEA,IND
IRIS_313.10710,5.0,97.0,7.0,8.0,3.4,2.9,91.0,16.0,51.0,1.5,21.0,29.0,Surinam,AME,JAP
IRIS_313.9017,5.0,148.0,20.0,8.5,3.0,2.5,105.0,20.0,80.0,1.2,24.0,20.0,China,EAS,IND
IRIS_313.10919,5.0,107.0,14.0,8.9,3.1,2.6,95.0,19.0,52.0,1.8,27.0,21.0,Philippines,SEA,JAP
IRIS_313.10920,5.0,100.0,12.0,8.6,3.1,2.7,95.0,20.0,53.0,1.8,28.0,20.0,Philippines,SEA,JAP
IRIS_313.11235,5.0,144.0,13.0,11.4,2.9,2.9,112.0,20.0,60.0,1.3,27.0,51.0,Philippines,SEA,IND
IRIS_313.11420,4.0,134.0,15.0,9.3,3.3,3.6,126.0,26.0,65.0,1.1,24.0,52.0,India,SAS,IND
IRIS_313.11763,5.0,72.0,19.0,8.7,2.8,2.2,92.0,15.0,37.0,1.2,26.0,38.0,Cameroon,AFR,IND
IRIS_313.11654,3.0,51.0,12.0,7.3,3.4,2.8,72.0,11.0,32.0,0.9,15.0,29.0,China,EAS,JAP
IRIS_313.10803,5.0,162.0,13.0,8.4,3.3,2.4,99.0,18.0,65.0,2.1,35.0,34.0,Indonesia,SEA,JAP
IRIS_313.11685,5.7,100.0,18.0,8.9,3.0,2.9,130.0,20.0,45.0,1.5,26.0,36.0,Thailand,SEA,IND
IRIS_313.11900,6.0,117.0,12.0,10.8,4.1,3.7,107.0,18.0,80.0,2.1,31.0,41.0,Thailand,SEA,JAP
IRIS_313.8586,8.0,161.0,8.0,9.3,3.5,3.6,122.0,21.0,69.0,1.9,27.0,41.0,Thailand,SEA,IND
IRIS_313.11342,5.0,107.0,17.0,9.2,3.7,3.4,108.0,17.0,70.0,1.2,35.0,25.0,Philippines,SEA,ADM
IRIS_313.9636,4.0,75.0,16.0,7.0,2.7,1.6,77.0,15.0,49.0,0.8,24.0,49.0,Sri_Lanka,SAS,AUS
IRIS_313.9831,5.0,147.0,19.0,9.1,3.6,3.1,112.0,27.0,72.0,1.8,24.0,42.0,Sri_Lanka,SAS,IND
IRIS_313.8324,6.0,129.0,10.0,8.9,3.4,2.7,116.0,18.0,62.0,1.9,29.0,34.0,Indonesia,SEA,ADM
IRIS_313.11630,5.3,121.0,13.0,7.9,2.1,1.8,108.0,23.0,56.0,1.1,28.0,31.0,Nepal,SAS,ARO
IRIS_313.8244,6.0,120.0,20.0,7.9,3.2,2.3,101.0,21.0,70.0,1.2,31.0,29.0,Sri_Lanka,SAS,IND
IRIS_313.11087,5.0,138.0,15.0,10.4,2.6,2.3,156.0,17.0,46.0,1.0,25.0,38.0,Cambodia,SEA,IND
IRIS_313.11041,5.0,121.0,21.0,8.4,3.2,2.2,77.0,19.0,58.0,1.2,29.0,33.0,India,SAS,IND
IRIS_313.11019,4.0,93.0,30.0,8.2,3.1,2.5,68.0,21.0,49.0,0.9,24.0,51.0,Bangladesh,SAS,AUS
IRIS_313.11960,5.0,58.0,27.0,9.4,2.5,2.3,88.0,15.0,38.0,1.1,25.0,40.0,Indonesia,SEA,IND
IRIS_313.10726,5.0,142.0,17.0,9.2,2.5,2.1,119.0,31.0,74.0,1.5,30.0,38.0,Senegal,AFR,IND
IRIS_313.11480,5.0,53.0,17.0,9.5,2.8,2.7,95.0,20.0,45.0,1.3,19.0,40.0,India,SAS,IND
IRIS_313.11509,5.0,141.0,15.0,11.0,2.7,3.1,118.0,23.0,70.0,1.4,23.0,53.0,Thailand,SEA,IND
IRIS_313.10648,6.0,148.0,17.0,10.2,2.8,2.4,112.0,37.0,93.0,1.8,23.0,34.0,Cambodia,SEA,IND
IRIS_313.8627,6.0,86.0,15.0,9.6,3.1,3.0,82.0,16.0,51.0,1.5,28.0,21.0,United_States,AME,JAP
IRIS_313.12319,6.4,89.0,22.0,9.1,2.6,2.6,106.0,18.0,43.0,1.2,24.0,38.0,Philippines,SEA,IND
IRIS_313.10234,7.3,86.0,30.0,8.9,2.9,2.9,92.0,18.0,38.0,1.4,25.0,38.0,Philippines,SEA,IND
IRIS_313.10235,6.9,105.0,29.0,10.1,2.7,3.2,104.0,18.0,52.0,1.6,26.0,38.0,Philippines,SEA,IND
IRIS_313.10237,5.4,85.0,18.0,8.2,2.8,2.3,94.0,18.0,44.0,1.1,25.0,38.0,Philippines,SEA,IND
IRIS_313.10238,7.9,98.0,30.0,8.9,2.6,2.7,94.0,18.0,38.0,1.4,28.0,38.0,Philippines,SEA,IND
IRIS_313.10523,6.0,141.0,25.0,8.7,3.3,3.9,174.0,15.0,50.0,1.0,21.0,30.0,India,SAS,IND
IRIS_313.10804,4.0,126.0,19.0,7.8,2.1,2.2,115.0,19.0,53.0,1.9,30.0,30.0,Indonesia,SEA,IND
IRIS_313.11844,6.0,141.0,13.0,8.7,3.0,2.6,122.0,21.0,66.0,1.4,25.0,54.0,Thailand,SEA,IND
IRIS_313.8509,5.3,144.0,20.0,7.8,2.1,1.7,109.0,20.0,40.0,1.0,26.0,34.0,Bangladesh,SAS,IND
IRIS_313.10805,5.0,142.0,9.0,8.3,3.4,2.6,99.0,21.0,55.0,2.1,30.0,31.0,Indonesia,SEA,JAP
IRIS_313.11005,5.0,129.0,16.0,9.0,3.4,2.6,110.0,19.0,68.0,1.5,24.0,21.0,Indonesia,SEA,JAP
IRIS_313.11006,5.0,155.0,16.0,8.0,3.0,2.6,118.0,35.0,64.0,1.7,26.0,46.0,Indonesia,SEA,IND
IRIS_313.11810,5.0,156.0,15.0,9.9,2.9,2.3,124.0,14.0,60.0,1.4,28.0,49.0,Kenya,AFR,IND
IRIS_313.8725,4.0,130.0,16.0,7.8,2.5,1.7,117.0,18.0,61.0,1.7,26.0,27.0,Indonesia,SEA,IND
IRIS_313.11007,5.0,131.0,13.0,8.3,3.5,2.7,110.0,22.0,65.0,1.9,29.0,29.0,Indonesia,SEA,JAP
IRIS_313.11008,4.0,150.0,11.0,9.0,3.2,2.8,96.0,23.0,60.0,1.6,28.0,31.0,Indonesia,SEA,JAP
IRIS_313.11009,4.0,133.0,11.0,9.8,3.2,2.8,89.0,14.0,64.0,1.6,29.0,29.0,Indonesia,SEA,JAP
IRIS_313.10480,6.0,149.0,20.0,8.8,3.4,2.2,127.0,21.0,64.0,1.7,26.0,28.0,Indonesia,SEA,IND
IRIS_313.11010,4.0,141.0,15.0,8.1,2.6,1.9,96.0,15.0,56.0,1.4,31.0,29.0,Indonesia,SEA,IND
IRIS_313.11849,7.3,165.0,10.0,10.1,3.0,3.3,122.0,22.0,59.0,1.8,26.8,49.0,Malaysia,SEA,IND
IRIS_313.10937,5.0,151.0,19.0,7.8,3.4,2.5,143.0,23.0,62.0,1.8,23.0,25.0,Indonesia,SEA,IND
IRIS_313.9375,5.0,108.0,12.0,10.3,3.2,3.2,90.0,12.0,53.0,1.4,29.0,40.0,Malaysia,SEA,JAP
IRIS_313.8306,6.5,141.0,24.0,8.2,3.2,2.7,129.0,22.0,66.6,1.2,29.6,42.0,India,SAS,IND
IRIS_313.9271,4.0,122.0,20.0,8.2,2.8,2.3,90.0,14.0,51.0,1.0,29.0,32.0,Bangladesh,SAS,IND
IRIS_313.8381,6.0,123.0,11.0,8.4,3.9,3.3,107.0,8.0,55.0,1.9,25.0,36.0,Malaysia,SEA,JAP
IRIS_313.11343,7.1,152.0,13.0,10.4,3.0,3.1,127.0,24.0,65.6,1.4,28.0,27.0,Philippines,SEA,IND
IRIS_313.9310,6.0,116.0,13.0,7.2,3.0,2.2,164.0,24.0,57.0,1.6,25.0,34.0,Indonesia,SEA,IND
IRIS_313.10956,5.0,134.0,13.0,8.1,3.3,2.8,115.0,19.0,68.0,2.0,28.0,12.0,Indonesia,SEA,JAP
IRIS_313.11966,6.0,95.0,18.0,8.4,3.0,2.4,89.0,19.0,60.0,1.5,22.0,49.0,China,EAS,IND
IRIS_313.11952,4.0,94.0,26.0,8.2,2.9,2.1,82.0,16.0,41.0,1.2,23.0,59.0,China,EAS,IND
IRIS_313.11730,4.0,82.0,21.0,7.1,3.1,2.3,104.0,15.0,46.0,1.1,21.0,29.0,China,EAS,IND
IRIS_313.11731,5.0,70.0,17.0,9.7,2.6,2.6,91.0,11.0,43.0,1.2,19.0,30.0,China,EAS,IND
IRIS_313.11732,5.0,60.0,21.0,7.5,3.3,2.2,70.0,13.0,36.0,1.3,19.0,27.0,China,EAS,IND
IRIS_313.10582,6.0,116.0,10.0,9.4,3.8,2.5,108.0,18.0,70.0,2.1,36.0,25.0,Philippines,SEA,JAP
IRIS_313.11686,6.0,136.0,18.0,10.5,3.2,2.8,142.0,16.0,66.0,1.5,26.0,41.0,Thailand,SEA,IND
IRIS_313.9898,5.0,148.0,15.0,10.2,3.0,2.6,103.0,30.0,65.0,1.6,28.0,37.0,Portugal,EUR,IND
IRIS_313.11804,5.0,58.0,20.0,8.1,3.3,2.3,75.0,15.0,42.0,1.4,22.0,33.0,China,EAS,IND
IRIS_313.11232,5.0,110.0,12.0,9.0,3.6,3.2,68.0,19.0,55.0,1.5,19.0,49.0,India,SAS,AUS
IRIS_313.10620,3.0,102.0,7.0,10.4,2.7,3.8,90.0,13.0,47.0,1.3,30.0,41.0,Brazil,AME,JAP
IRIS_313.11807,5.0,94.0,21.0,9.6,2.5,2.4,105.0,15.0,47.0,1.2,22.0,37.0,Colombia,AME,IND
IRIS_313.11808,5.0,73.0,21.0,10.2,2.4,2.5,96.0,17.0,41.0,1.2,23.0,39.0,Colombia,AME,IND
IRIS_313.10649,5.0,113.0,11.0,8.9,3.3,3.2,91.0,15.0,62.0,1.7,29.0,32.0,Philippines,SEA,JAP
IRIS_313.10806,4.0,154.0,17.0,8.9,2.8,2.2,120.0,20.0,52.0,1.7,24.0,29.0,Indonesia,SEA,IND
IRIS_313.8956,5.0,126.0,20.0,7.5,2.7,1.8,95.0,24.0,53.0,1.3,26.0,16.0,Indonesia,SEA,IND
IRIS_313.9273,5.0,143.0,19.0,8.1,2.7,1.8,170.0,23.0,59.0,1.5,20.0,46.0,Indonesia,SEA,IND
IRIS_313.10701,5.0,128.0,12.0,8.0,2.7,2.1,138.0,27.0,56.0,1.2,27.0,53.0,Malaysia,SEA,IND
IRIS_313.10698,3.0,155.0,16.0,8.5,2.8,2.4,124.0,16.0,43.0,1.3,31.0,37.0,Malaysia,SEA,IND
IRIS_313.8316,5.0,145.0,19.0,8.6,3.1,2.7,136.0,19.0,65.0,1.4,29.0,57.0,Malaysia,SEA,IND
IRIS_313.8614,4.0,139.0,28.0,7.3,2.8,1.6,118.0,28.0,63.0,1.9,26.0,26.0,India,SAS,IND
IRIS_313.10926,5.0,138.0,11.0,7.8,3.1,2.6,84.0,17.0,50.0,1.1,26.0,35.0,Nepal,SAS,ARO
IRIS_313.12279,6.5,129.0,20.0,9.6,3.0,2.8,94.0,18.0,69.0,2.0,28.0,38.0,Madagascar,AFR,JAP
IRIS_313.11485,8.3,115.0,14.0,8.3,2.7,2.8,167.0,24.0,55.2,1.1,26.8,40.0,Philippines,SEA,IND
IRIS_313.11369,5.0,130.0,15.0,9.9,2.5,2.4,124.0,21.0,64.0,1.6,22.0,37.0,India,SAS,IND
IRIS_313.10807,4.0,149.0,14.0,8.6,2.7,2.3,115.0,20.0,79.0,1.4,29.0,30.0,Indonesia,SEA,IND
IRIS_313.10692,4.0,83.0,17.0,8.8,2.8,2.7,143.0,27.0,48.0,1.9,23.0,26.0,Indonesia,SEA,IND
IRIS_313.10957,5.0,127.0,13.0,9.0,2.8,2.1,108.0,15.0,65.0,2.1,26.0,13.0,Indonesia,SEA,JAP
IRIS_313.9832,5.0,151.0,16.0,6.3,3.2,1.7,105.0,22.0,69.0,1.7,25.0,34.0,Sri_Lanka,SAS,IND
IRIS_313.11172,4.0,109.0,12.0,7.8,2.6,2.4,77.0,18.0,55.0,1.1,21.0,48.0,India,SAS,AUS
IRIS_313.11191,5.0,95.0,15.0,6.3,2.8,1.4,77.0,19.0,53.0,1.0,23.0,46.0,Sri_Lanka,SAS,AUS
IRIS_313.11316,5.0,141.0,15.0,6.7,2.9,1.6,140.0,26.0,70.0,1.5,23.0,32.0,Indonesia,SEA,IND
IRIS_313.10808,5.0,162.0,11.0,9.2,3.4,2.9,99.0,18.0,62.0,1.9,34.0,41.0,Indonesia,SEA,JAP
IRIS_313.11243,4.0,63.0,15.0,9.2,2.5,1.5,81.0,20.0,41.0,1.5,23.0,29.0,India,SAS,AUS
IRIS_313.11567,4.0,158.0,19.0,8.6,2.5,2.0,118.0,20.0,63.0,1.1,27.0,45.0,Nepal,SAS,ARO
IRIS_313.11033,4.0,107.0,22.0,9.6,3.0,2.7,78.0,24.0,63.0,1.2,32.0,45.0,Pakistan,SAS,IND
IRIS_313.10549,6.0,106.0,15.0,8.1,2.9,2.0,88.0,17.0,49.0,1.3,25.0,25.0,Pakistan,SAS,AUS
IRIS_313.9108,5.0,142.0,15.0,8.1,3.1,2.2,138.0,29.0,54.0,1.6,22.0,64.0,Bangladesh,SAS,IND
IRIS_313.11399,5.0,142.0,19.0,8.6,3.0,2.5,129.0,31.0,81.0,1.5,25.0,28.0,Bangladesh,SAS,IND
IRIS_313.9770,5.0,86.0,10.0,9.2,3.9,3.3,75.0,12.0,46.0,1.3,21.0,21.0,Italy,EUR,JAP
IRIS_313.10147,4.0,119.0,14.0,11.0,2.6,2.8,96.0,9.0,36.0,1.2,24.0,61.0,Thailand,SEA,IND
IRIS_313.10062,4.0,84.0,13.0,10.0,3.0,2.9,79.0,8.0,41.0,1.1,22.0,49.0,Greece,EUR,JAP
IRIS_313.8812,5.0,149.0,18.0,7.9,3.1,2.3,122.0,22.0,66.0,1.5,32.0,26.0,Indonesia,SEA,IND
IRIS_313.8744,5.0,158.0,16.0,8.3,3.0,2.2,94.0,20.0,73.0,1.5,31.0,43.0,Indonesia,SEA,IND
